State,Record Type,Source Name,Coverage Level,Last Refresh,Record Count
AR,Arrest,Phillips County,,2025-07-07 00:00:00,1149
AR,Arrest,Cleveland County,,2024-05-02 00:00:00,1
AR,Arrest,Arkansas Arrest,Arkansas County,2025-07-22 00:00:00,345
AR,Arrest,Arrest/Us/National/Arrests,Garland County,2025-08-04 00:00:00,126
AR,Arrest,Arkansas Arrest,Stone County,2025-07-22 00:00:00,165
AR,Arrest,Columbia County,,2024-05-02 00:00:00,448
AR,Arrest,Shelby County,,2024-05-02 00:00:00,447
AR,Court,Arkansas Administrative Office Of The Courts,Stone,2024-06-28 00:00:00,3692
AR,Arrest,Arkansas Arrest,Madison County,2025-07-22 00:00:00,219
AR,Arrest,Sebastian County,,2024-05-02 00:00:00,23
AR,Arrest,Crawford County,,2025-07-07 00:00:00,7550
AR,Court,Arkansas Administrative Office Of The Courts,Marion,2024-06-28 00:00:00,4429
AR,Arrest,Arkansas Arrest,Hempstead County,2025-07-22 00:00:00,212
AR,Arrest,Arkansas Arrest,Boone County,2025-07-22 00:00:00,437
AR,Court,Arkansas Administrative Office Of The Courts,Dallas,2024-05-02 00:00:00,2155
AR,Arrest,Sebastian County,Sebastian,2025-07-07 00:00:00,114609
AR,Court,Arkansas Administrative Office Of The Courts,Ouachita,2024-06-28 00:00:00,11405
AR,Arrest,Arkansas Arrest,Prairie County,2025-07-22 00:00:00,181
AR,Arrest,Jefferson County,Jefferson,2025-07-07 00:00:00,53929
AR,DOC,Arkansas Department Of Corrections,,2024-11-13 00:00:00,216041
AR,Arrest,Garland County,Garland ,2025-07-07 00:00:00,2609
AR,Arrest,Arrest/Us/National/Arrests,Madison County,2025-08-04 00:00:00,29
AR,Arrest,Arrest/Us/National/Arrests,Stone County,2025-08-04 00:00:00,18
AR,Arrest,Dallas County,,2025-07-07 00:00:00,2771
AR,Court,Arkansas Administrative Office Of The Courts,Montgomery,2024-06-28 00:00:00,1996
AR,Arrest,Arkansas Arrest,Newton County,2025-07-22 00:00:00,70
AR,Arrest,Arkansas Arrest,Searcy County,2025-07-22 00:00:00,130
AR,Court,Arkansas Administrative Office Of The Courts,Calhoun,2024-05-02 00:00:00,1094
AR,Arrest,Hot Springs County,,2025-07-07 00:00:00,402
AR,Arrest,Unknown County,,2024-05-02 00:00:00,5
AR,Arrest,Yell County,,2025-07-07 00:00:00,1861
AR,Arrest,Arkansas Arrest,Howard County,2025-07-22 00:00:00,179
AR,Arrest,Arkansas Arrest,Franklin County,2025-07-22 00:00:00,332
AR,Arrest,Lonoke County,Lonoke,2025-07-07 00:00:00,8715
AR,Court,Arkansas Administrative Office Of The Courts,Mississippi,2024-05-02 00:00:00,24988
AR,Court,Uncategorized,,2024-05-02 00:00:00,6107
AR,Arrest,Marion County,Marion,2025-07-07 00:00:00,12215
AR,Court,Arkansas Administrative Office Of The Courts,Johnson,2024-06-28 00:00:00,16702
AR,Court,Arkansas Administrative Office Of The Courts,Polk,2024-06-28 00:00:00,19970
AR,Arrest,White County,White,2025-07-07 00:00:00,21157
AR,Arrest,Union County,,2024-05-02 00:00:00,128
AR,Court,Arkansas Administrative Office Of The Courts,Benton,2024-06-28 00:00:00,61983
AR,Court,Arkansas Administrative Office Of The Courts,Saline,2024-06-28 00:00:00,27005
AR,Court,Arkansas Administrative Office Of The Courts,Drew,2024-06-28 00:00:00,7976
AR,Court,Arkansas Administrative Office Of The Courts,Logan,2024-05-31 00:00:00,8524
AR,Arrest,Arrest/Us/National/Arrests,Sebastian County,2025-08-04 00:00:00,232
AR,Arrest,Sharp County,,2025-07-07 00:00:00,2438
AR,Court,Arkansas Administrative Office Of The Courts,Monroe,2024-06-28 00:00:00,5016
AR,Arrest,Perry County,,2024-05-02 00:00:00,9
AR,Arrest,Arrest/Us/National/Arrests,Newton County,2025-08-04 00:00:00,4
AR,Arrest,Scott County,,2024-05-02 00:00:00,9
AR,Arrest,Greene County,,2024-05-02 00:00:00,667
AR,Court,Arkansas Administrative Office Of The Courts,Lafayette,2024-06-28 00:00:00,3167
AR,Court,Arkansas Administrative Office Of The Courts,Columbia,2024-06-28 00:00:00,2355
AR,Arrest,Hotspring County,,2025-01-14 00:00:00,121
AR,Arrest,Arkansas Arrest,Lincoln County,2025-07-22 00:00:00,95
AR,Arrest,Arkansas County,,2025-07-07 00:00:00,695
AR,Court,Arkansas Administrative Office Of The Courts,Garland,2024-06-28 00:00:00,157736
AR,Arrest,St Francis County,,2024-05-02 00:00:00,348
AR,Arrest,Bradley County,,2025-07-07 00:00:00,15
AR,SOR,Arkansas Sex Offender Registry,,2025-07-31 00:00:00,11104
AR,Arrest,Arkansas Arrest,Lafayette County,2025-07-22 00:00:00,133
AR,Court,Arkansas Administrative Office Of The Courts,Fulton,2024-06-28 00:00:00,2837
AR,SOR,Sex Offender Registry S2,,2024-05-02 00:00:00,5775
AR,Arrest,Arkansas Arrest,Bradley County,2025-07-22 00:00:00,8
AR,Warrant,Ar Union County Warrant,Union,2024-05-02 00:00:00,3152
AR,Arrest,Lincoln County,,2025-07-07 00:00:00,619
AR,Court,Arkansas Administrative Office Of The Courts,Miller,2024-06-28 00:00:00,27034
AR,Court,Arkansas Administrative Office Of The Courts,Boone,2024-06-28 00:00:00,14222
AR,Arrest,Arrest/Us/National/Arrests,Hempstead County,2025-08-04 00:00:00,31
AR,Arrest,Franklin County,,2025-07-07 00:00:00,6044
AR,Arrest,Prairie County,,2025-07-07 00:00:00,930
AR,Court,Arkansas Administrative Office Of The Courts,Washington,2024-06-28 00:00:00,97547
AR,Arrest,Arkansas Arrest,Fulton County,2025-07-22 00:00:00,130
AR,Court,Arkansas Administrative Office Of The Courts,Crawford,2024-06-28 00:00:00,91862
AR,Arrest,Arrest/Us/National/Arrests,Polk County,2025-08-04 00:00:00,9
AR,Arrest,Logan County,,2025-07-16 00:00:00,6964
AR,Arrest,Arkansas Arrest,St. Francis County,2025-07-22 00:00:00,501
AR,Arrest,Johnson County,Johnson,2025-07-07 00:00:00,35887
AR,Arrest,Arkansas Arrest,Saline County,2025-07-22 00:00:00,835
AR,Court,Arkansas Administrative Office Of The Courts,Fulton & Sharp,2024-05-02 00:00:00,1467
AR,Arrest,Arkansas Arrest,Monroe County,2025-07-22 00:00:00,33
AR,Arrest,Washington County,,2024-05-02 00:00:00,4323
AR,Arrest,Arkansas Arrest,Poinsett County,2025-07-22 00:00:00,242
AR,Arrest,Ar Arrest,,2024-05-02 00:00:00,7
AR,Arrest,Arkansas Arrest,Baxter County,2025-07-22 00:00:00,423
AR,Arrest,Arkansas Arrest,Marion County,2025-07-22 00:00:00,211
AR,Arrest,Elmore County,,2024-05-02 00:00:00,289
AR,Arrest,Arrest/Us/National/Arrests,Boone County,2025-08-04 00:00:00,32
AR,Arrest,Union County,Union,2025-07-07 00:00:00,81656
AR,Court,Arkansas Administrative Office Of The Courts,,2024-06-28 00:00:00,131546
AR,Arrest,Lafayette County,,2025-07-07 00:00:00,37
AR,Arrest,Arrest/Us/National/Arrests,Howard County,2025-08-04 00:00:00,15
AR,Arrest,Arkansas Arrest,Pike County,2025-07-22 00:00:00,92
AR,Arrest,Uncategorized,,2024-05-02 00:00:00,50129
AR,Court,Arkansas Administrative Office Of The Courts,Bradley,2024-06-28 00:00:00,4060
AR,Arrest,Jefferson County,,2024-05-02 00:00:00,696
AR,Arrest,Pike County,,2025-07-07 00:00:00,1012
AR,Arrest,Hot Spring County,,2024-05-02 00:00:00,258
AR,Arrest,Washington County,Washington,2025-07-07 00:00:00,360062
AR,Court,Arkansas Administrative Office Of The Courts,Independence,2024-06-28 00:00:00,42041
AR,Arrest,Arkansas Arrest,Sebastian County,2025-07-22 00:00:00,2335
AR,Arrest,Miller County,,2024-05-02 00:00:00,523
AR,Arrest,Pope County,,2024-05-02 00:00:00,653
AR,Arrest,Arkansas Arrest,Craighead County,2025-07-22 00:00:00,1121
AR,Arrest,Arkansas Arrest,Greene County,2025-07-22 00:00:00,444
AR,Arrest,Arkansas Arrest,Pope County,2025-07-22 00:00:00,467
AR,Arrest,Mississippi County,,2024-05-02 00:00:00,602
AR,Arrest,Ashley County,,2024-05-02 00:00:00,5
AR,Arrest,Arrest/Us/National/Arrests,Crittenden County,2025-08-04 00:00:00,93
AR,Arrest,Pope County,Pope,2025-07-07 00:00:00,29327
AR,Arrest,Saline County,Saline,2025-07-07 00:00:00,113682
AR,Court,Arkansas Administrative Office Of The Courts,Nevada,2024-05-02 00:00:00,3495
AR,Arrest,Van Buren County,Van Buren,2025-07-07 00:00:00,4795
AR,SOR,Arkansas Sex Offender Registry,,2024-05-02 00:00:00,10597
AR,Arrest,Benton County,,2024-05-02 00:00:00,2287
AR,SOR,Arkansas Sex Offender Registry,,2024-05-02 00:00:00,11
AR,Court,Arkansas Administrative Office Of The Courts,Arkansas,2024-05-31 00:00:00,15027
AR,Arrest,Benton City,Benton,2024-05-02 00:00:00,1226
AR,Arrest,Desha County,,2025-07-07 00:00:00,858
AR,Court,Arkansas Administrative Office Of The Courts,Cross,2024-06-28 00:00:00,11932
AR,Court,Arkansas Administrative Office Of The Courts,Jackson,2024-06-28 00:00:00,7880
AR,Arrest,Polk County,Polk,2025-07-07 00:00:00,3109
AR,Arrest,Arkansas Arrest,Hot Spring County,2025-07-22 00:00:00,167
AR,Arrest,Faulkner County,Faulkner,2025-07-07 00:00:00,91025
AR,Arrest,Saline County,,2024-05-02 00:00:00,3418
AR,DOC,Arkansas Department Of Corrections,,2025-03-02 04:43:30,23436
AR,Arrest,Hempstead County,,2024-05-02 00:00:00,239
AR,Court,Arkansas Administrative Office Of The Courts,Ashley,2024-06-28 00:00:00,10018
AR,Court,Arkansas Administrative Office Of The Courts,Union,2024-06-28 00:00:00,23203
AR,Court,Arkansas Administrative Office Of The Courts,Clark,2024-06-28 00:00:00,47157
AR,Arrest,Arkansas Arrest,Sharp County,2025-07-22 00:00:00,269
AR,Court,Arkansas Administrative Office Of The Courts,Conway,2024-06-28 00:00:00,11334
AR,Court,Arkansas Administrative Office Of The Courts,Desha,2024-05-02 00:00:00,5513
AR,Court,Arkansas Administrative Office Of The Courts,Crittenden,2024-06-28 00:00:00,134544
AR,Arrest,Arkansas Arrest,Ouachita County,2025-07-22 00:00:00,283
AR,Arrest,Arkansas Arrest,Polk County,2025-07-22 00:00:00,160
AR,Arrest,Arrest/Us/National/Arrests,Lonoke County,2025-08-04 00:00:00,53
AR,Court,Arkansas Administrative Office Of The Courts,Cleveland,2024-06-28 00:00:00,1878
AR,Arrest,Arkansas Arrest,Cleburne County,2025-07-22 00:00:00,222
AR,Court,Arkansas Administrative Office Of The Courts,St. Francis,2024-06-28 00:00:00,18667
AR,Arrest,Garland County,Garland,2025-02-04 00:00:00,104872
AR,Court,Arkansas Administrative Office Of The Courts,Dallas,2024-06-28 00:00:00,939
AR,Arrest,Talladega County,,2024-05-02 00:00:00,270
AR,Court,Arkansas Administrative Office Of The Courts,Little River,2024-06-28 00:00:00,4741
AR,Arrest,Baxter County,,2024-05-02 00:00:00,1085
AR,Arrest,Cleburne County,,2025-07-07 00:00:00,4747
AR,Arrest,Arkansas Arrest,Drew County,2025-07-22 00:00:00,104
AR,Arrest,Madison County,Madison,2025-07-07 00:00:00,21414
AR,Arrest,Arkansas Arrest,Van Buren County,2025-07-22 00:00:00,191
AR,Arrest,St. Clair County,,2024-05-02 00:00:00,154
AR,Arrest,Arkansas Arrest,Faulkner County,2025-07-22 00:00:00,1300
AR,Arrest,Arkansas Arrest,Phillips County,2025-07-22 00:00:00,32
AR,Court,Arkansas Administrative Office Of The Courts,Newton,2024-06-28 00:00:00,1844
AR,Arrest,Arkansas Arrest,Crawford County,2025-07-22 00:00:00,438
AR,Arrest,Arkansas Arrest,Izard County,2025-07-22 00:00:00,147
AR,Court,Arkansas Administrative Office Of The Courts,Sebastian,2024-05-31 00:00:00,72604
AR,Arrest,Marshall County,,2024-05-02 00:00:00,117
AR,Court,Arkansas Administrative Office Of The Courts,Franklin,2024-06-03 00:00:00,13698
AR,Warrant,Ar Benton Most Wanted,,2024-05-02 00:00:00,4
AR,Warrant,Ar Cleburne Most Wanted,,2024-05-02 00:00:00,12
AR,Court,Arkansas Administrative Office Of The Courts,Carroll,2024-05-02 00:00:00,9483
AR,Arrest,Johnson County,,2024-05-02 00:00:00,411
AR,Court,Arkansas Administrative Office Of The Courts,Van Buren,2024-06-28 00:00:00,28965
AR,Court,Arkansas Administrative Office Of The Courts,Hot Spring,2024-06-28 00:00:00,34778
AR,Arrest,Izard County,,2025-07-07 00:00:00,2382
AR,Court,Arkansas Administrative Office Of The Courts,Cleburne,2024-06-28 00:00:00,7982
AR,Arrest,Arkansas Arrest,Cross County,2025-07-22 00:00:00,292
AR,Arrest,Arrest/Us/National/Arrests,White County,2025-08-04 00:00:00,74
AR,Arrest,Newton County,,2025-07-07 00:00:00,1249
AR,Court,Arkansas Administrative Office Of The Courts,Prairie,2024-05-31 00:00:00,2654
AR,Arrest,Arkansas Arrest,Pulaski County,2025-07-22 00:00:00,4219
AR,Arrest,Benton County,Benton,2025-07-07 00:00:00,324287
AR,Arrest,Arkansas Arrest,Calhoun County,2025-07-22 00:00:00,115
AR,Arrest,Nevada County,,2025-03-09 00:00:00,4295
AR,Arrest,Arkansas Arrest,Washington County,2025-07-22 00:00:00,1942
AR,Court,Arkansas Administrative Office Of The Courts,Sharp,2024-06-28 00:00:00,5119
AR,Arrest,Madison County,,2024-05-02 00:00:00,261
AR,Arrest,Fulton County,,2025-07-07 00:00:00,1063
AR,Warrant,Ar Baxter Most Wanted,,2024-05-02 00:00:00,496
AR,Arrest,Van Buren County,,2024-05-02 00:00:00,8
AR,Arrest,Arkansas Arrest,,2025-05-15 00:00:00,14957
AR,Arrest,Arkansas Arrest,Sevier County,2025-07-22 00:00:00,157
AR,Warrant,Ar Yell Most Wanted,,2024-05-02 00:00:00,11
AR,Court,Arkansas Administrative Office Of The Courts,Phillips,2024-06-28 00:00:00,11353
AR,Arrest,Arkansas Arrest,White County,2025-07-22 00:00:00,945
AR,Arrest,Lee County,,2024-05-02 00:00:00,346
AR,Court,Arkansas Administrative Office Of The Courts,Sevier,2024-06-28 00:00:00,5011
AR,Arrest,Other State County,,2024-05-02 00:00:00,6
AR,Arrest,Greene County,Greene,2025-07-07 00:00:00,10590
AR,Arrest,Monroe County,Monroe,2025-07-07 00:00:00,3434
AR,Arrest,Hempstead County,Hempstead,2025-07-07 00:00:00,9608
AR,Arrest,Independence County,,2025-02-04 00:00:00,6234
AR,Arrest,Jackson County,,2024-05-02 00:00:00,384
AR,Arrest,Pulaski County,,2024-05-02 00:00:00,2610
AR,Court,Arkansas Administrative Office Of The Courts,Greene,2024-06-28 00:00:00,21326
AR,Arrest,Arrest/Us/National/Arrests,Pulaski County,2025-08-04 00:00:00,463
AR,Arrest,White County,,2024-05-02 00:00:00,1
AR,Arrest,Arrest/Us/National/Arrests,Mississippi County,2025-08-04 00:00:00,69
AR,Court,Arkansas Administrative Office Of The Courts,Perry,2024-06-28 00:00:00,6930
AR,Arrest,Arrest/Us/National/Arrests,Jefferson County,2025-08-04 00:00:00,37
AR,Court,Columbia County Clerk Of Courts,Columbia,2024-05-02 00:00:00,6347
AR,Arrest,Arkansas Arrest,Johnson County,2025-07-22 00:00:00,308
AR,Arrest,Arkansas Arrest,Dallas County,2025-07-22 00:00:00,296
AR,Court,Arkansas Administrative Office Of The Courts,Randolph,2024-06-28 00:00:00,5435
AR,Arrest,Arrest/Us/National/Arrests,Faulkner County,2025-08-04 00:00:00,111
AR,Court,Arkansas Administrative Office Of The Courts,White,2024-06-28 00:00:00,86561
AR,Arrest,Arkansas Arrest,Benton County,2025-07-22 00:00:00,1789
AR,Arrest,Arrest/Us/National/Arrests,Van Buren County,2025-08-04 00:00:00,37
AR,Court,Arkansas Administrative Office Of The Courts,Howard,2024-06-28 00:00:00,5689
AR,Arrest,Ouachita County,Ouachita,2025-07-07 00:00:00,19728
AR,Court,Arkansas Administrative Office Of The Courts,Pike,2024-06-28 00:00:00,3125
AR,Arrest,Ar Arrest Log Arrest,,2024-05-02 00:00:00,1
AR,Court,Arkansas Administrative Office Of The Courts,Yell,2024-05-31 00:00:00,5451
AR,Arrest,Arrest/Us/National/Arrests,Benton County,2025-08-04 00:00:00,252
AR,Arrest,Arkansas Arrest,Union County,2025-07-22 00:00:00,319
AR,Arrest,Arrest/Us/National/Arrests,Johnson County,2025-08-04 00:00:00,29
AR,Arrest,Baxter County,Baxter,2025-07-07 00:00:00,49783
AR,Court,Arkansas Administrative Office Of The Courts,Faulkner,2024-06-28 00:00:00,162672
AR,Arrest,Craighead County,,2024-05-02 00:00:00,277
AR,Court,Arkansas Administrative Office Of The Courts,Grant,2024-06-28 00:00:00,4269
AS,SOR,American Samoa Sex Offender Registry,,2025-08-03 00:00:00,129
AS,SOR,Sex Offender Registry S2,,2024-05-02 00:00:00,56
AS,SOR,Samoa Sex Offender Registry,,2024-05-02 00:00:00,229
AZ,Arrest,Arizona Arrest,Navajo County,2025-07-22 00:00:00,1011
AZ,Arrest,Arrest/Us/National/Arrests,Pima County,2025-08-04 00:00:00,219
AZ,Arrest,Apache County Sheriffs Office,,2025-07-16 00:00:00,659
AZ,Arrest,Maricopa County,Maricopa,2025-03-09 00:00:00,1898460
AZ,Arrest,Mohave County,Mohave,2025-03-09 00:00:00,63029
AZ,Court,Arizona Administrative Office Of Courts,Lapaz,2025-01-14 00:00:00,338073
AZ,DOC,Arizona Department Of Corrections,Yuma,2024-05-02 00:00:00,21967
AZ,Court,Arizona Administrative Office Of Courts,Maricopa/Yavapia,2025-01-14 00:00:00,246743
AZ,Arrest,Saint Johns Police Department,,2025-02-14 00:00:00,284
AZ,Arrest,Apache County Sheriff''S Office,,2025-02-14 00:00:00,110
AZ,Arrest,Pinal County,Pinal,2025-03-09 00:00:00,98681
AZ,Arrest,Show Low Police Department,Navajo,2025-07-16 00:00:00,2177
AZ,Arrest,Uncategorized,Maricopa,2024-05-02 00:00:00,1
AZ,Arrest,Arizona Arrest,Yavapai County,2025-07-22 00:00:00,1346
AZ,Arrest,Arizona Arrest,Yuma County,2025-07-22 00:00:00,992
AZ,Court,Arizona Administrative Office Of Courts,Greenlee,2025-01-14 00:00:00,51855
AZ,DOC,Arizona Department Of Corrections,Navajo,2024-05-02 00:00:00,10881
AZ,Court,Arizona Administrative Office Of Courts,Pinal,2025-01-14 00:00:00,843887
AZ,DOC,Arizona Department Of Corrections,Pima,2024-05-02 00:00:00,85037
AZ,Court,Pima Superior Court,Pima,2025-07-16 00:00:00,1289276
AZ,Court,Arizona Administrative Office Of Courts,Mohave,2025-01-14 00:00:00,1250597
AZ,Court,Maricopa County Clerk Of Courts,Maricopa/Yavapia,2025-07-16 00:00:00,109915
AZ,Warrant,Az Maricopa County Most Wanted,,2024-05-02 00:00:00,455
AZ,DOC,Arizona Department Of Corrections,Greenlee,2024-05-02 00:00:00,943
AZ,Warrant,Az Pinal Most Wanted,,2024-05-02 00:00:00,47
AZ,Warrant,Az South Tucsons Most Wanted,,2024-05-02 00:00:00,2
AZ,Arrest,Az Arrest ,,2024-05-02 00:00:00,3
AZ,Court,Arizona Administrative Office Of Courts,,2025-01-14 00:00:00,520569
AZ,Court,Arizona Administrative Office Of Courts,Graham,2025-01-14 00:00:00,134889
AZ,DOC,Arizona Department Of Corrections,Coconino,2024-05-02 00:00:00,14317
AZ,Court,Arizona Administrative Office Of Courts,Maricopa,2025-01-14 00:00:00,5227515
AZ,Court,Arizona Administrative Office Of Courts,Apache,2025-01-14 00:00:00,516328
AZ,Arrest,Arizona Arrest,,2025-05-13 00:00:00,2782
AZ,Court,Maricopa County Clerk Of Courts,Maricopa,2025-07-16 00:00:00,4568027
AZ,Warrant,Az Superior Most Wanted Criminals,,2024-05-02 00:00:00,3
AZ,SOR,Arizona Sex Offender Registry,,2024-05-02 00:00:00,31007
AZ,Arrest,Arizona Arrest,Apache County,2025-07-22 00:00:00,129
AZ,Court,Arizona Administrative Office Of Courts,Pima,2025-01-14 00:00:00,2772857
AZ,DOC,Arizona Department Of Corrections,Santa Cruz,2024-05-02 00:00:00,3832
AZ,Arrest,Navajo County,Navajo,2025-07-07 00:00:00,41702
AZ,Court,Maricopa County Clerk Of Courts,,2025-07-16 00:00:00,13460
AZ,Arrest,Bay County,,2024-05-02 00:00:00,4
AZ,DOC,Arizona Department Of Corrections,Graham,2024-05-02 00:00:00,4420
AZ,DOC,Arizona Department Of Corrections,Mohave,2024-05-02 00:00:00,26538
AZ,Arrest,Cochise County,Cochise,2024-05-02 00:00:00,31
AZ,Arrest,Uncategorized,,2024-05-02 00:00:00,18212
AZ,Court,Arizona Administrative Office Of Courts,Santa Cruz,2025-01-14 00:00:00,299922
AZ,Court,Arizona Administrative Office Of Courts,Gila,2025-01-14 00:00:00,586389
AZ,Arrest,Douglas County,,2024-05-02 00:00:00,2
AZ,DOC,Arizona Department Of Corrections,Cochise,2024-05-02 00:00:00,11703
AZ,Court,Az Pima County Most Wanted,,2024-05-02 00:00:00,47
AZ,Court,Pima Superior Court,Pinal,2024-05-02 00:00:00,102
AZ,Warrant,Az Phoenix Most Wanted,,2024-05-02 00:00:00,5
AZ,SOR,Arizona Sex Offender Registry,,2025-03-02 04:28:16,12028
AZ,Court,Az Yavapai Most Wanted,,2024-05-02 00:00:00,9
AZ,Warrant,Az Mohave Most Wanted,,2024-05-02 00:00:00,8
AZ,Arrest,Yuma County,Yuma,2025-07-07 00:00:00,51953
AZ,Arrest,Santa Cruz County,,2024-05-02 00:00:00,2
AZ,Arrest,Maricopa County,,2024-05-02 00:00:00,14563
AZ,Arrest,Apache County,,2025-07-16 00:00:00,1502
AZ,Arrest,Pima County,,2024-05-02 00:00:00,644
AZ,Court,Arizona Administrative Office Of Courts,Coconino,2025-01-14 00:00:00,928922
AZ,Court,Arizona Administrative Office Of Courts,Yuma,2025-01-14 00:00:00,700397
AZ,DOC,Arizona Department Of Corrections,Apache,2024-05-02 00:00:00,2968
AZ,Arrest,Graham County,Graham,2024-05-02 00:00:00,125
AZ,SOR,Arizona Sex Offender Registry,,2025-07-28 00:00:00,13680
AZ,Court,Maricopa County Clerk Of Courts,Maricopa,2025-07-16 00:00:00,175822
AZ,DOC,Arizona Department Of Corrections,Maricopa,2024-05-02 00:00:00,352001
AZ,Arrest,Lake County,,2024-05-02 00:00:00,2
AZ,Arrest,Apache County,Apache,2025-07-07 00:00:00,13057
AZ,Arrest,Bernalillo County,,2024-05-02 00:00:00,3
AZ,Court,Arizona Administrative Office Of Courts,Gila/Pinal,2025-01-14 00:00:00,4800
AZ,Arrest,Cochise County,Cochise,2025-03-09 00:00:00,11065
AZ,Arrest,Pima County,Pima,2025-03-09 00:00:00,65166
AZ,Court,Arizona Administrative Office Of Courts,Navajo,2025-01-14 00:00:00,711190
AZ,DOC,Arizona Department Of Corrections,,2024-05-02 00:00:00,786154
AZ,Court,Arizona Administrative Office Of Courts,Cochise,2025-01-14 00:00:00,730787
AZ,DOC,Arizona Department Of Corrections,Pinal,2024-05-02 00:00:00,27388
AZ,Warrant,Az Apache Junction Most Wanted,,2024-05-02 00:00:00,6
AZ,DOC,Arizona Department Of Corrections,,2025-03-02 21:11:10,329907
AZ,Arrest,Navajo County,,2025-03-13 00:00:00,256
AZ,Court,Arizona Administrative Office Of Courts,Yavapai,2025-01-14 00:00:00,881848
AZ,Court,Arizona Administrative Office Of Courts,Navajo ,2025-01-14 00:00:00,779
AZ,Arrest,Yavapai County,Yavapai,2025-07-07 00:00:00,60536
AZ,Arrest,Arrest Log,,2024-05-02 00:00:00,3
