standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Monroe County,N/A,2025-08-04,6
AR,Arkansas,ARREST,Boone County,Boone,N/A,2025-07-07,27348
AR,Arkansas,ARREST,Monroe County,STATEWIDE,N/A,2024-05-02,63
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Lincoln,COUNTY,2024-06-28,3730
AR,Arkansas,ARREST,Tuscaloosa County,Tuscaloosa,N/A,2024-05-02,1226
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Franklin County,N/A,2025-08-04,37
AR,Arkansas,ARREST,Faulkner County,STATEWIDE,N/A,2024-05-02,208
AR,Arkansas,ARREST,Pulaski County,Pulaski,N/A,2025-07-07,460637
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Scott,COUNTY,2024-06-28,11221
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Baxter County,N/A,2025-08-04,39
AR,Arkansas,ARREST,Lonoke County,STATEWIDE,N/A,2024-05-02,1
AR,Arkansas,ARREST,St. Francis County,STATEWIDE,N/A,2024-05-02,499
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Pulaski,COUNTY,2024-06-28,509116
AR,Arkansas,ARREST,Arkansas Arrest,Logan County,N/A,2025-07-22,305
AR,Arkansas,ARREST,Crawford County,Crawford,N/A,2024-05-02,1849
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Woodruff,COUNTY,2024-06-28,2659
AR,Arkansas,ARREST,Saint Francis County,STATEWIDE,N/A,2024-05-02,841
AR,Arkansas,ARREST,St Francis County,St. Francis,N/A,2025-07-07,13960
AR,Arkansas,ARREST,Chicot County,STATEWIDE,N/A,2024-05-02,9
AR,Arkansas,ARREST,Arkansas Arrest,Columbia County,N/A,2025-07-22,139
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Baxter,COUNTY,2024-06-28,12237
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Craighead County,N/A,2025-08-04,134
AR,Arkansas,ARREST,Sevier County,STATEWIDE,N/A,2025-07-07,1572
AR,Arkansas,ARREST,Washington County,Prairie,N/A,2024-05-02,3100
AR,Arkansas,ARREST,Carroll County,STATEWIDE,N/A,2025-07-07,1757
AR,Arkansas,ARREST,Arkansas Arrest,Garland County,N/A,2025-07-22,1305
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Craighead,COUNTY,2024-06-03,150165
AR,Arkansas,ARREST,Stone County,Stone,N/A,2025-07-07,3642
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Jefferson,COUNTY,2024-06-28,41675
AR,Arkansas,ARREST,Columbia County,Columbia,N/A,2025-07-07,13399
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Hempstead,COUNTY,2024-06-28,11157
AR,Arkansas,ARREST,Craighead County,Craighead,N/A,2025-07-07,58515
AR,Arkansas,ARREST,Little River County,STATEWIDE,N/A,2024-05-02,4
AR,Arkansas,ARREST,Howard County,Howard,N/A,2025-07-07,12266
AR,Arkansas,ARREST,Cabot Pd,STATEWIDE,N/A,2024-05-02,546
AR,Arkansas,ARREST,Clark County,STATEWIDE,N/A,2024-05-02,409
AR,Arkansas,ARREST,Poinsett County,STATEWIDE,N/A,2024-05-02,271
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Marion County,N/A,2025-08-04,21
AR,Arkansas,ARREST,Cross County,Cross,N/A,2025-07-07,37568
AR,Arkansas,ARREST,Cross County,STATEWIDE,N/A,2024-05-02,860
AR,Arkansas,WARRANT,Ar Conway County Most Wanted,STATEWIDE,N/A,2024-05-02,2
AR,Arkansas,ARREST,Grant County,STATEWIDE,N/A,2024-05-02,9
AR,Arkansas,ARREST,Polk County,STATEWIDE,N/A,2024-05-02,254
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Lee,COUNTY,2024-06-28,3817
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Lonoke,COUNTY,2024-06-28,58015
AR,Arkansas,DOC,Arkansas Department Of Corrections,Pulaski,N/A,2024-11-13,1980
AR,Arkansas,WARRANT,Ar Faulkner Most Wanted,STATEWIDE,N/A,2024-05-02,3
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Chicot,COUNTY,2024-06-28,5595
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Poinsett,COUNTY,2024-06-28,15407
AR,Arkansas,ARREST,Houston County,STATEWIDE,N/A,2024-05-02,430
AR,Arkansas,ARREST,Lawrence County,STATEWIDE,N/A,2024-05-02,694
AR,Arkansas,ARREST,Mississippi County,Mississippi,N/A,2025-07-07,16289
AR,Arkansas,ARREST,Phillips County,STATEWIDE,N/A,2025-07-07,1149
AR,Arkansas,ARREST,Cleveland County,STATEWIDE,N/A,2024-05-02,1
AR,Arkansas,ARREST,Arkansas Arrest,Arkansas County,N/A,2025-07-22,345
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Garland County,N/A,2025-08-04,126
AR,Arkansas,ARREST,Arkansas Arrest,Stone County,N/A,2025-07-22,165
AR,Arkansas,ARREST,Columbia County,STATEWIDE,N/A,2024-05-02,448
AR,Arkansas,ARREST,Shelby County,STATEWIDE,N/A,2024-05-02,447
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Stone,COUNTY,2024-06-28,3692
AR,Arkansas,ARREST,Arkansas Arrest,Madison County,N/A,2025-07-22,219
AR,Arkansas,ARREST,Sebastian County,STATEWIDE,N/A,2024-05-02,23
AR,Arkansas,ARREST,Crawford County,STATEWIDE,N/A,2025-07-07,7550
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Marion,COUNTY,2024-06-28,4429
AR,Arkansas,ARREST,Arkansas Arrest,Hempstead County,N/A,2025-07-22,212
AR,Arkansas,ARREST,Arkansas Arrest,Boone County,N/A,2025-07-22,437
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Dallas,COUNTY,2024-05-02,2155
AR,Arkansas,ARREST,Sebastian County,Sebastian,N/A,2025-07-07,114609
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Ouachita,COUNTY,2024-06-28,11405
AR,Arkansas,ARREST,Arkansas Arrest,Prairie County,N/A,2025-07-22,181
AR,Arkansas,ARREST,Jefferson County,Jefferson,N/A,2025-07-07,53929
AR,Arkansas,DOC,Arkansas Department Of Corrections,STATEWIDE,N/A,2024-11-13,216041
AR,Arkansas,ARREST,Garland County,Garland,N/A,2025-07-07,2609
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Madison County,N/A,2025-08-04,29
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Stone County,N/A,2025-08-04,18
AR,Arkansas,ARREST,Dallas County,STATEWIDE,N/A,2025-07-07,2771
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Montgomery,COUNTY,2024-06-28,1996
AR,Arkansas,ARREST,Arkansas Arrest,Newton County,N/A,2025-07-22,70
AR,Arkansas,ARREST,Arkansas Arrest,Searcy County,N/A,2025-07-22,130
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Calhoun,COUNTY,2024-05-02,1094
AR,Arkansas,ARREST,Hot Springs County,STATEWIDE,N/A,2025-07-07,402
AR,Arkansas,ARREST,Unknown County,STATEWIDE,N/A,2024-05-02,5
AR,Arkansas,ARREST,Yell County,STATEWIDE,N/A,2025-07-07,1861
AR,Arkansas,ARREST,Arkansas Arrest,Howard County,N/A,2025-07-22,179
AR,Arkansas,ARREST,Arkansas Arrest,Franklin County,N/A,2025-07-22,332
AR,Arkansas,ARREST,Lonoke County,Lonoke,N/A,2025-07-07,8715
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Mississippi,COUNTY,2024-05-02,24988
AR,Arkansas,COURT,Uncategorized,STATEWIDE,STATEWIDE,2024-05-02,6107
AR,Arkansas,ARREST,Marion County,Marion,N/A,2025-07-07,12215
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Johnson,COUNTY,2024-06-28,16702
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Polk,COUNTY,2024-06-28,19970
AR,Arkansas,ARREST,White County,White,N/A,2025-07-07,21157
AR,Arkansas,ARREST,Union County,STATEWIDE,N/A,2024-05-02,128
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Benton,COUNTY,2024-06-28,61983
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Saline,COUNTY,2024-06-28,27005
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Drew,COUNTY,2024-06-28,7976
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Logan,COUNTY,2024-05-31,8524
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Sebastian County,N/A,2025-08-04,232
AR,Arkansas,ARREST,Sharp County,STATEWIDE,N/A,2025-07-07,2438
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Monroe,COUNTY,2024-06-28,5016
AR,Arkansas,ARREST,Perry County,STATEWIDE,N/A,2024-05-02,9
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Newton County,N/A,2025-08-04,4
AR,Arkansas,ARREST,Scott County,STATEWIDE,N/A,2024-05-02,9
AR,Arkansas,ARREST,Greene County,STATEWIDE,N/A,2024-05-02,667
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Lafayette,COUNTY,2024-06-28,3167
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Columbia,COUNTY,2024-06-28,2355
AR,Arkansas,ARREST,Hotspring County,STATEWIDE,N/A,2025-01-14,121
AR,Arkansas,ARREST,Arkansas Arrest,Lincoln County,N/A,2025-07-22,95
AR,Arkansas,ARREST,Arkansas County,STATEWIDE,N/A,2025-07-07,695
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Garland,COUNTY,2024-06-28,157736
AR,Arkansas,ARREST,St Francis County,STATEWIDE,N/A,2024-05-02,348
AR,Arkansas,ARREST,Bradley County,STATEWIDE,N/A,2025-07-07,15
AR,Arkansas,SOR,Arkansas Sex Offender Registry,STATEWIDE,N/A,2025-07-31,11104
AR,Arkansas,ARREST,Arkansas Arrest,Lafayette County,N/A,2025-07-22,133
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Fulton,COUNTY,2024-06-28,2837
AR,Arkansas,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,5775
AR,Arkansas,ARREST,Arkansas Arrest,Bradley County,N/A,2025-07-22,8
AR,Arkansas,WARRANT,Ar Union County Warrant,Union,N/A,2024-05-02,3152
AR,Arkansas,ARREST,Lincoln County,STATEWIDE,N/A,2025-07-07,619
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Miller,COUNTY,2024-06-28,27034
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Boone,COUNTY,2024-06-28,14222
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Hempstead County,N/A,2025-08-04,31
AR,Arkansas,ARREST,Franklin County,STATEWIDE,N/A,2025-07-07,6044
AR,Arkansas,ARREST,Prairie County,STATEWIDE,N/A,2025-07-07,930
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Washington,COUNTY,2024-06-28,97547
AR,Arkansas,ARREST,Arkansas Arrest,Fulton County,N/A,2025-07-22,130
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Crawford,COUNTY,2024-06-28,91862
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Polk County,N/A,2025-08-04,9
AR,Arkansas,ARREST,Logan County,STATEWIDE,N/A,2025-07-16,6964
AR,Arkansas,ARREST,Arkansas Arrest,St. Francis County,N/A,2025-07-22,501
AR,Arkansas,ARREST,Johnson County,Johnson,N/A,2025-07-07,35887
AR,Arkansas,ARREST,Arkansas Arrest,Saline County,N/A,2025-07-22,835
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Fulton & Sharp,COUNTY,2024-05-02,1467
AR,Arkansas,ARREST,Arkansas Arrest,Monroe County,N/A,2025-07-22,33
AR,Arkansas,ARREST,Washington County,STATEWIDE,N/A,2024-05-02,4323
AR,Arkansas,ARREST,Arkansas Arrest,Poinsett County,N/A,2025-07-22,242
AR,Arkansas,ARREST,Ar Arrest,STATEWIDE,N/A,2024-05-02,7
AR,Arkansas,ARREST,Arkansas Arrest,Baxter County,N/A,2025-07-22,423
AR,Arkansas,ARREST,Arkansas Arrest,Marion County,N/A,2025-07-22,211
AR,Arkansas,ARREST,Elmore County,STATEWIDE,N/A,2024-05-02,289
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Boone County,N/A,2025-08-04,32
AR,Arkansas,ARREST,Union County,Union,N/A,2025-07-07,81656
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,STATEWIDE,STATEWIDE,2024-06-28,131546
AR,Arkansas,ARREST,Lafayette County,STATEWIDE,N/A,2025-07-07,37
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Howard County,N/A,2025-08-04,15
AR,Arkansas,ARREST,Arkansas Arrest,Pike County,N/A,2025-07-22,92
AR,Arkansas,ARREST,Uncategorized,STATEWIDE,N/A,2024-05-02,50129
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Bradley,COUNTY,2024-06-28,4060
AR,Arkansas,ARREST,Jefferson County,STATEWIDE,N/A,2024-05-02,696
AR,Arkansas,ARREST,Pike County,STATEWIDE,N/A,2025-07-07,1012
AR,Arkansas,ARREST,Hot Spring County,STATEWIDE,N/A,2024-05-02,258
AR,Arkansas,ARREST,Washington County,Washington,N/A,2025-07-07,360062
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Independence,COUNTY,2024-06-28,42041
AR,Arkansas,ARREST,Arkansas Arrest,Sebastian County,N/A,2025-07-22,2335
AR,Arkansas,ARREST,Miller County,STATEWIDE,N/A,2024-05-02,523
AR,Arkansas,ARREST,Pope County,STATEWIDE,N/A,2024-05-02,653
AR,Arkansas,ARREST,Arkansas Arrest,Craighead County,N/A,2025-07-22,1121
AR,Arkansas,ARREST,Arkansas Arrest,Greene County,N/A,2025-07-22,444
AR,Arkansas,ARREST,Arkansas Arrest,Pope County,N/A,2025-07-22,467
AR,Arkansas,ARREST,Mississippi County,STATEWIDE,N/A,2024-05-02,602
AR,Arkansas,ARREST,Ashley County,STATEWIDE,N/A,2024-05-02,5
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Crittenden County,N/A,2025-08-04,93
AR,Arkansas,ARREST,Pope County,Pope,N/A,2025-07-07,29327
AR,Arkansas,ARREST,Saline County,Saline,N/A,2025-07-07,113682
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Nevada,COUNTY,2024-05-02,3495
AR,Arkansas,ARREST,Van Buren County,Van Buren,N/A,2025-07-07,4795
AR,Arkansas,SOR,Arkansas Sex Offender Registry,STATEWIDE,N/A,2024-05-02,10597
AR,Arkansas,ARREST,Benton County,STATEWIDE,N/A,2024-05-02,2287
AR,Arkansas,SOR,Arkansas Sex Offender Registry,STATEWIDE,N/A,2024-05-02,11
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Arkansas,COUNTY,2024-05-31,15027
AR,Arkansas,ARREST,Benton City,Benton,N/A,2024-05-02,1226
AR,Arkansas,ARREST,Desha County,STATEWIDE,N/A,2025-07-07,858
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Cross,COUNTY,2024-06-28,11932
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Jackson,COUNTY,2024-06-28,7880
AR,Arkansas,ARREST,Polk County,Polk,N/A,2025-07-07,3109
AR,Arkansas,ARREST,Arkansas Arrest,Hot Spring County,N/A,2025-07-22,167
AR,Arkansas,ARREST,Faulkner County,Faulkner,N/A,2025-07-07,91025
AR,Arkansas,ARREST,Saline County,STATEWIDE,N/A,2024-05-02,3418
AR,Arkansas,DOC,Arkansas Department Of Corrections,STATEWIDE,N/A,2025-03-02,23436
AR,Arkansas,ARREST,Hempstead County,STATEWIDE,N/A,2024-05-02,239
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Ashley,COUNTY,2024-06-28,10018
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Union,COUNTY,2024-06-28,23203
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Clark,COUNTY,2024-06-28,47157
AR,Arkansas,ARREST,Arkansas Arrest,Sharp County,N/A,2025-07-22,269
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Conway,COUNTY,2024-06-28,11334
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Desha,COUNTY,2024-05-02,5513
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Crittenden,COUNTY,2024-06-28,134544
AR,Arkansas,ARREST,Arkansas Arrest,Ouachita County,N/A,2025-07-22,283
AR,Arkansas,ARREST,Arkansas Arrest,Polk County,N/A,2025-07-22,160
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Lonoke County,N/A,2025-08-04,53
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Cleveland,COUNTY,2024-06-28,1878
AR,Arkansas,ARREST,Arkansas Arrest,Cleburne County,N/A,2025-07-22,222
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,St. Francis,COUNTY,2024-06-28,18667
AR,Arkansas,ARREST,Garland County,Garland,N/A,2025-02-04,104872
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Dallas,COUNTY,2024-06-28,939
AR,Arkansas,ARREST,Talladega County,STATEWIDE,N/A,2024-05-02,270
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Little River,COUNTY,2024-06-28,4741
AR,Arkansas,ARREST,Baxter County,STATEWIDE,N/A,2024-05-02,1085
AR,Arkansas,ARREST,Cleburne County,STATEWIDE,N/A,2025-07-07,4747
AR,Arkansas,ARREST,Arkansas Arrest,Drew County,N/A,2025-07-22,104
AR,Arkansas,ARREST,Madison County,Madison,N/A,2025-07-07,21414
AR,Arkansas,ARREST,Arkansas Arrest,Van Buren County,N/A,2025-07-22,191
AR,Arkansas,ARREST,St. Clair County,STATEWIDE,N/A,2024-05-02,154
AR,Arkansas,ARREST,Arkansas Arrest,Faulkner County,N/A,2025-07-22,1300
AR,Arkansas,ARREST,Arkansas Arrest,Phillips County,N/A,2025-07-22,32
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Newton,COUNTY,2024-06-28,1844
AR,Arkansas,ARREST,Arkansas Arrest,Crawford County,N/A,2025-07-22,438
AR,Arkansas,ARREST,Arkansas Arrest,Izard County,N/A,2025-07-22,147
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Sebastian,COUNTY,2024-05-31,72604
AR,Arkansas,ARREST,Marshall County,STATEWIDE,N/A,2024-05-02,117
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Franklin,COUNTY,2024-06-03,13698
AR,Arkansas,WARRANT,Ar Benton Most Wanted,STATEWIDE,N/A,2024-05-02,4
AR,Arkansas,WARRANT,Ar Cleburne Most Wanted,STATEWIDE,N/A,2024-05-02,12
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Carroll,COUNTY,2024-05-02,9483
AR,Arkansas,ARREST,Johnson County,STATEWIDE,N/A,2024-05-02,411
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Van Buren,COUNTY,2024-06-28,28965
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Hot Spring,COUNTY,2024-06-28,34778
AR,Arkansas,ARREST,Izard County,STATEWIDE,N/A,2025-07-07,2382
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Cleburne,COUNTY,2024-06-28,7982
AR,Arkansas,ARREST,Arkansas Arrest,Cross County,N/A,2025-07-22,292
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,White County,N/A,2025-08-04,74
AR,Arkansas,ARREST,Newton County,STATEWIDE,N/A,2025-07-07,1249
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Prairie,COUNTY,2024-05-31,2654
AR,Arkansas,ARREST,Arkansas Arrest,Pulaski County,N/A,2025-07-22,4219
AR,Arkansas,ARREST,Benton County,Benton,N/A,2025-07-07,324287
AR,Arkansas,ARREST,Arkansas Arrest,Calhoun County,N/A,2025-07-22,115
AR,Arkansas,ARREST,Nevada County,STATEWIDE,N/A,2025-03-09,4295
AR,Arkansas,ARREST,Arkansas Arrest,Washington County,N/A,2025-07-22,1942
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Sharp,COUNTY,2024-06-28,5119
AR,Arkansas,ARREST,Madison County,STATEWIDE,N/A,2024-05-02,261
AR,Arkansas,ARREST,Fulton County,STATEWIDE,N/A,2025-07-07,1063
AR,Arkansas,WARRANT,Ar Baxter Most Wanted,STATEWIDE,N/A,2024-05-02,496
AR,Arkansas,ARREST,Van Buren County,STATEWIDE,N/A,2024-05-02,8
AR,Arkansas,ARREST,Arkansas Arrest,STATEWIDE,N/A,2025-05-15,14957
AR,Arkansas,ARREST,Arkansas Arrest,Sevier County,N/A,2025-07-22,157
AR,Arkansas,WARRANT,Ar Yell Most Wanted,STATEWIDE,N/A,2024-05-02,11
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Phillips,COUNTY,2024-06-28,11353
AR,Arkansas,ARREST,Arkansas Arrest,White County,N/A,2025-07-22,945
AR,Arkansas,ARREST,Lee County,STATEWIDE,N/A,2024-05-02,346
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Sevier,COUNTY,2024-06-28,5011
AR,Arkansas,ARREST,Other State County,STATEWIDE,N/A,2024-05-02,6
AR,Arkansas,ARREST,Greene County,Greene,N/A,2025-07-07,10590
AR,Arkansas,ARREST,Monroe County,Monroe,N/A,2025-07-07,3434
AR,Arkansas,ARREST,Hempstead County,Hempstead,N/A,2025-07-07,9608
AR,Arkansas,ARREST,Independence County,STATEWIDE,N/A,2025-02-04,6234
AR,Arkansas,ARREST,Jackson County,STATEWIDE,N/A,2024-05-02,384
AR,Arkansas,ARREST,Pulaski County,STATEWIDE,N/A,2024-05-02,2610
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Greene,COUNTY,2024-06-28,21326
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Pulaski County,N/A,2025-08-04,463
AR,Arkansas,ARREST,White County,STATEWIDE,N/A,2024-05-02,1
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Mississippi County,N/A,2025-08-04,69
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Perry,COUNTY,2024-06-28,6930
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Jefferson County,N/A,2025-08-04,37
AR,Arkansas,COURT,Columbia County Clerk Of Courts,Columbia,COUNTY,2024-05-02,6347
AR,Arkansas,ARREST,Arkansas Arrest,Johnson County,N/A,2025-07-22,308
AR,Arkansas,ARREST,Arkansas Arrest,Dallas County,N/A,2025-07-22,296
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Randolph,COUNTY,2024-06-28,5435
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Faulkner County,N/A,2025-08-04,111
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,White,COUNTY,2024-06-28,86561
AR,Arkansas,ARREST,Arkansas Arrest,Benton County,N/A,2025-07-22,1789
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Van Buren County,N/A,2025-08-04,37
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Howard,COUNTY,2024-06-28,5689
AR,Arkansas,ARREST,Ouachita County,Ouachita,N/A,2025-07-07,19728
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Pike,COUNTY,2024-06-28,3125
AR,Arkansas,ARREST,Ar Arrest Log Arrest,STATEWIDE,N/A,2024-05-02,1
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Yell,COUNTY,2024-05-31,5451
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Benton County,N/A,2025-08-04,252
AR,Arkansas,ARREST,Arkansas Arrest,Union County,N/A,2025-07-22,319
AR,Arkansas,ARREST,Arrest/Us/National/Arrests,Johnson County,N/A,2025-08-04,29
AR,Arkansas,ARREST,Baxter County,Baxter,N/A,2025-07-07,49783
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Faulkner,COUNTY,2024-06-28,162672
AR,Arkansas,ARREST,Craighead County,STATEWIDE,N/A,2024-05-02,277
AR,Arkansas,COURT,Arkansas Administrative Office Of The Courts,Grant,COUNTY,2024-06-28,4269
AS,American Samoa,SOR,American Samoa Sex Offender Registry,STATEWIDE,N/A,2025-08-03,129
AS,American Samoa,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,56
AS,American Samoa,SOR,Samoa Sex Offender Registry,STATEWIDE,N/A,2024-05-02,229
AZ,Arizona,ARREST,Arizona Arrest,Navajo County,N/A,2025-07-22,1011
AZ,Arizona,ARREST,Arrest/Us/National/Arrests,Pima County,N/A,2025-08-04,219
AZ,Arizona,ARREST,Apache County Sheriffs Office,STATEWIDE,N/A,2025-07-16,659
AZ,Arizona,ARREST,Maricopa County,Maricopa,N/A,2025-03-09,1898460
AZ,Arizona,ARREST,Mohave County,Mohave,N/A,2025-03-09,63029
AZ,Arizona,COURT,Arizona Administrative Office Of Courts,Lapaz,COUNTY,2025-01-14,338073
AZ,Arizona,DOC,Arizona Department Of Corrections,Yuma,N/A,2024-05-02,21967
AZ,Arizona,COURT,Arizona Administrative Office Of Courts,Maricopa/Yavapia,COUNTY,2025-01-14,246743
AZ,Arizona,ARREST,Saint Johns Police Department,STATEWIDE,N/A,2025-02-14,284
AZ,Arizona,ARREST,Apache County Sheriff''S Office,STATEWIDE,N/A,2025-02-14,110
AZ,Arizona,ARREST,Pinal County,Pinal,N/A,2025-03-09,98681
AZ,Arizona,ARREST,Show Low Police Department,Navajo,N/A,2025-07-16,2177
AZ,Arizona,ARREST,Uncategorized,Maricopa,N/A,2024-05-02,1
AZ,Arizona,ARREST,Arizona Arrest,Yavapai County,N/A,2025-07-22,1346
AZ,Arizona,ARREST,Arizona Arrest,Yuma County,N/A,2025-07-22,992
AZ,Arizona,COURT,Arizona Administrative Office Of Courts,Greenlee,COUNTY,2025-01-14,51855
AZ,Arizona,DOC,Arizona Department Of Corrections,Navajo,N/A,2024-05-02,10881
AZ,Arizona,COURT,Arizona Administrative Office Of Courts,Pinal,COUNTY,2025-01-14,843887
AZ,Arizona,DOC,Arizona Department Of Corrections,Pima,N/A,2024-05-02,85037
AZ,Arizona,COURT,Pima Superior Court,Pima,COUNTY,2025-07-16,1289276
AZ,Arizona,COURT,Arizona Administrative Office Of Courts,Mohave,COUNTY,2025-01-14,1250597
