standardized_state,state_name,record_type,source_name,coverage_scope,court_level,refresh_date,record_count
VA,Virginia,ARREST,Arlington County,Arlington,N/A,2025-07-07,35489
VA,Virginia,ARREST,Botetourt County,STATEWIDE,N/A,2025-07-07,1272
VA,Virginia,ARREST,Santa Fe County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Portsmouth County,STATEWIDE,N/A,2024-05-02,943
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Hanover,COUNTY,2025-04-11,437592
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Amherst County,N/A,2025-08-04,230
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Petersburg City,COUNTY,2025-04-11,338333
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Northumberland,COUNTY,2025-04-11,38625
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Greene County,COUNTY,2025-04-11,125945
VA,Virginia,ARREST,Virginia Arrest,Tazewell County,N/A,2025-07-26,1558
VA,Virginia,ARREST,Danville County,STATEWIDE,N/A,2024-05-02,404
VA,Virginia,ARREST,Amherst County,Amherst,N/A,2025-07-07,59861
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Campbell,COUNTY,2025-04-11,189045
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Mecklenburg County,COUNTY,2025-04-11,55763
VA,Virginia,ARREST,Newport News Police Department,STATEWIDE,N/A,2024-05-02,1031
VA,Virginia,ARREST,Bristol County,STATEWIDE,N/A,2024-05-02,277
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,STATEWIDE,STATEWIDE,2025-07-16,4004772
VA,Virginia,ARREST,Virginia Arrest,Chesapeake City,N/A,2025-07-26,1479
VA,Virginia,ARREST,Meherrin River Regional Jail,Brunswick,N/A,2024-05-02,17320
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Alleghany,COUNTY,2025-04-11,166762
VA,Virginia,ARREST,Halifax County,STATEWIDE,N/A,2024-05-02,1018
VA,Virginia,ARREST,Newport News Police Department,Newport News City,N/A,2025-07-16,17900
VA,Virginia,ARREST,Taylor County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Virginia Arrest,Lee County,N/A,2025-07-26,187
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Suffolk City,N/A,2025-08-04,126
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Lynchburg City,N/A,2025-08-04,226
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Giles,COUNTY,2025-04-11,142550
VA,Virginia,ARREST,Berkeley County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Danville City,COUNTY,2025-04-11,326800
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Surry,COUNTY,2025-04-11,27785
VA,Virginia,ARREST,Arrest/Us/National/Arrests,Danville City,N/A,2025-08-04,74
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Dickenson,COUNTY,2025-04-11,69584
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Lee,COUNTY,2025-04-11,141085
VA,Virginia,ARREST,Danville County,Danville City,N/A,2025-07-07,25727
VA,Virginia,ARREST,Pulaski County,Pulaski,N/A,2025-03-09,12328
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Virginia Beach City,COUNTY,2025-04-11,2272717
VA,Virginia,ARREST,Virginia Arrest,Russell County,N/A,2025-07-26,1570
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Fluvanna,COUNTY,2025-04-11,69231
VA,Virginia,ARREST,Fairfax County,Fairfax,N/A,2024-05-02,340757
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,King William,COUNTY,2025-04-11,75608
VA,Virginia,ARREST,Winchester County,STATEWIDE,N/A,2025-07-07,3657
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Buckingham,COUNTY,2025-04-11,64096
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Harrisonburg City / Rockingham,COUNTY,2025-04-11,550921
VA,Virginia,ARREST,Staunton County,STATEWIDE,N/A,2025-07-07,3070
VA,Virginia,WARRANT,Va Chesterfield County Most Wanted,STATEWIDE,N/A,2024-05-02,247
VA,Virginia,ARREST,Galveston County,STATEWIDE,N/A,2025-03-09,1
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Craig County,COUNTY,2025-04-11,15168
VA,Virginia,ARREST,Cleveland County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Rockingham County,STATEWIDE,N/A,2025-07-07,2038
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Galax City,COUNTY,2025-04-11,70552
VA,Virginia,ARREST,Shelby County,STATEWIDE,N/A,2025-02-24,1
VA,Virginia,ARREST,Virginia Arrest,Roanoke County,N/A,2025-07-26,997
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Culpeper,COUNTY,2025-04-11,241314
VA,Virginia,ARREST,Virginia Arrest,Lynchburg City,N/A,2025-07-26,1318
VA,Virginia,COURT,Virginia Administrative Office Of The Courts,Radford City,COUNTY,2025-04-11,102579
VA,Virginia,ARREST,Virginia Arrest,Danville City,N/A,2025-07-26,577
VA,Virginia,ARREST,Bernalillo County,STATEWIDE,N/A,2025-02-24,4
VA,Virginia,ARREST,Virginia Arrest,Grayson County,N/A,2025-07-26,1621
VI,U.S. Virgin Islands,SOR,Sex Offender Registry S2,STATEWIDE,N/A,2024-05-02,63
VI,U.S. Virgin Islands,SOR,Virgin Islands Sex Offender Registry,STATEWIDE,N/A,2024-05-02,438
VI,U.S. Virgin Islands,SOR,Virgin Islands Sex Offender Registry,STATEWIDE,N/A,2025-06-04,131
VT,Vermont,ARREST,Orleans County,STATEWIDE,N/A,2025-07-07,1935
VT,Vermont,ARREST,Caledonia County,STATEWIDE,N/A,2025-07-07,3134
VT,Vermont,ARREST,Franklin County,STATEWIDE,N/A,2025-07-07,7071
VT,Vermont,DOC,Vermont Deptartment Of Corrections,STATEWIDE,N/A,2024-05-02,26360
VT,Vermont,ARREST,Bennington County,STATEWIDE,N/A,2025-07-07,731
VT,Vermont,ARREST,Lamoille County,STATEWIDE,N/A,2025-07-07,446
VT,Vermont,COURT,Vermont Judiciary,Rutland,COUNTY,2025-02-14,4801
VT,Vermont,ARREST,Vermont Arrest,STATEWIDE,N/A,2025-05-14,1081
VT,Vermont,ARREST,Vermont Arrest,Franklin County,N/A,2025-07-26,327
VT,Vermont,ARREST,Vermont Arrest,Lamoille County,N/A,2025-07-26,18
VT,Vermont,DOC,Vermont Department Of Corrections,STATEWIDE,N/A,2024-05-02,99211
VT,Vermont,ARREST,Vermont Arrest,Orleans County,N/A,2025-07-26,72
VT,Vermont,ARREST,Windham County,STATEWIDE,N/A,2025-07-07,524
VT,Vermont,ARREST,Vermont Arrest,Washington County,N/A,2025-07-26,47
VT,Vermont,COURT,Vermont Judiciary,Orange,COUNTY,2025-02-14,1183
VT,Vermont,SOR,Vermont Sex Offender Registry,STATEWIDE,N/A,2025-07-28,1444
VT,Vermont,SOR,Vermont Sex Offender Registry,STATEWIDE,N/A,2025-03-02,1305
VT,Vermont,ARREST,Vermont Arrest,Addison County,N/A,2025-07-26,22
VT,Vermont,ARREST,Vermont Arrest,Windham County,N/A,2025-07-26,30
VT,Vermont,ARREST,Washington County,STATEWIDE,N/A,2025-07-07,819
VT,Vermont,ARREST,Windsor County,STATEWIDE,N/A,2025-07-07,4565
VT,Vermont,COURT,Vermont Judiciary,Addison,COUNTY,2025-02-14,1372
VT,Vermont,ARREST,Vermont Arrest,Rutland County,N/A,2025-07-26,179
VT,Vermont,COURT,Vermont Judiciary,Windham,COUNTY,2025-02-14,4076
VT,Vermont,COURT,Vermont Judiciary,Washington,COUNTY,2025-02-14,4610
VT,Vermont,COURT,Vermont Judiciary,Orleans,COUNTY,2025-02-14,2267
VT,Vermont,ARREST,Rutland County,STATEWIDE,N/A,2025-07-07,4486
VT,Vermont,COURT,Vermont Judiciary,Caledonia,COUNTY,2025-02-14,1945
VT,Vermont,ARREST,Vt Arrest Log Arrest,STATEWIDE,N/A,2024-05-02,3
VT,Vermont,COURT,Vermont Judiciary,Lamollie,COUNTY,2025-02-14,1936
VT,Vermont,ARREST,Vermont Arrest,Bennington County,N/A,2025-07-26,44
VT,Vermont,SOR,Vermont Sex Offender Registry,STATEWIDE,N/A,2024-05-02,1364
VT,Vermont,SOR,Vermont Sex Offender Registry,STATEWIDE,N/A,2024-05-02,4
VT,Vermont,ARREST,Vermont Arrest,Caledonia County,N/A,2025-07-26,131
VT,Vermont,ARREST,Vermont Arrest,Chittenden County,N/A,2025-07-27,287
VT,Vermont,ARREST,Chittenden County,STATEWIDE,N/A,2025-07-07,4629
VT,Vermont,ARREST,Vermont Arrest,Windsor County,N/A,2025-07-26,184
VT,Vermont,COURT,Vermont Judiciary,Windsor,COUNTY,2025-02-14,3009
VT,Vermont,ARREST,Addison County,STATEWIDE,N/A,2025-07-07,311
VT,Vermont,WARRANT,Vt Brattleboro County Most Wanted,STATEWIDE,N/A,2024-05-02,460
VT,Vermont,COURT,Vermont Judiciary,STATEWIDE,STATEWIDE,2025-02-14,2102
VT,Vermont,COURT,Vermont Judiciary,Bennington,COUNTY,2025-02-14,7083
VT,Vermont,COURT,Vermont Judiciary,Chittenden,COUNTY,2025-02-14,11736
VT,Vermont,COURT,Vermont Judiciary,Franklin,COUNTY,2025-02-14,5697
WA,Washington,ARREST,Washington Arrest,Columbia County,N/A,2025-07-26,28
WA,Washington,COURT,Washington Administrative Office Of The Courts,Franklin,COUNTY,2024-12-27,110214
WA,Washington,ARREST,Wa Arrest,STATEWIDE,N/A,2024-05-02,2
WA,Washington,ARREST,Cowlitz County,Cowlitz,N/A,2024-05-02,28115
WA,Washington,ARREST,Washington Arrest,Pacific County,N/A,2025-07-26,97
WA,Washington,COURT,Washington Administrative Office Of The Courts,Whatcom,COUNTY,2024-12-27,276776
WA,Washington,COURT,Washington Administrative Office Of The Courts,Pierce,COUNTY,2024-12-27,981435
WA,Washington,ARREST,Benton County,Benton,N/A,2025-07-16,52013
WA,Washington,ARREST,Yakima County,STATEWIDE,N/A,2024-05-02,531
WA,Washington,COURT,Washington Administrative Office Of The Courts,Kittitas,COUNTY,2024-12-27,78632
WA,Washington,COURT,Washington Administrative Office Of The Courts,Grant,COUNTY,2024-12-27,156262
WA,Washington,ARREST,Adams County,Adams,N/A,2025-07-07,6025
WA,Washington,ARREST,Clallam County,Clallam,N/A,2025-07-07,19601
WA,Washington,ARREST,Washington Arrest,Kitsap County,N/A,2025-07-26,676
WA,Washington,ARREST,Pacific County,Pacific,N/A,2025-07-07,1948
WA,Washington,COURT,Washington Administrative Office Of The Courts,Stevens,COUNTY,2024-12-27,45455
WA,Washington,ARREST,Whitman County,STATEWIDE,N/A,2024-05-02,255
WA,Washington,ARREST,Island County,STATEWIDE,N/A,2024-05-02,715
WA,Washington,COURT,Washington Administrative Office Of The Courts,Thurston,COUNTY,2024-12-27,308289
WA,Washington,ARREST,Pacific County,STATEWIDE,N/A,2024-05-02,2711
WA,Washington,ARREST,Washington Arrest,Clark County,N/A,2025-07-26,1395
WA,Washington,ARREST,Washington Arrest,Lincoln County,N/A,2025-07-26,61
WA,Washington,ARREST,Grays Harbor County,Grays Harbor,N/A,2025-07-07,22869
WA,Washington,ARREST,Spokane County,Spokane,N/A,2025-07-07,141314
WA,Washington,ARREST,Skagit County,STATEWIDE,N/A,2024-05-02,588
WA,Washington,COURT,Washington Administrative Office Of The Courts,Cowlitz,COUNTY,2024-12-27,192094
WA,Washington,ARREST,Washington Arrest,Lewis County,N/A,2025-07-26,572
WA,Washington,COURT,Washington Administrative Office Of The Courts,Yakima,COUNTY,2024-12-27,448123
WA,Washington,ARREST,Washington Arrest,Wahkiakum County,N/A,2025-07-26,29
WA,Washington,ARREST,Kitsap County,STATEWIDE,N/A,2024-05-02,1710
WA,Washington,COURT,Washington Administrative Office Of The Courts,STATEWIDE,STATEWIDE,2025-07-01,860866
WA,Washington,ARREST,Pierce County,King,N/A,2024-05-02,1237
WA,Washington,ARREST,Grays Harbor County,STATEWIDE,N/A,2024-05-02,4530
WA,Washington,COURT,Washington Administrative Office Of The Courts,Chelan,COUNTY,2024-12-27,112565
WA,Washington,ARREST,Wa Thurston County,STATEWIDE,N/A,2024-05-02,162
WA,Washington,ARREST,Snohomish County,Snohomish,N/A,2025-07-16,282410
WA,Washington,ARREST,Snohomish County,STATEWIDE,N/A,2024-05-02,7486
WA,Washington,ARREST,Washington Arrest,Snohomish County,N/A,2025-07-27,4345
WA,Washington,ARREST,Washington Arrest,Grays Harbor County,N/A,2025-07-26,493
WA,Washington,ARREST,Olympia City Jail,STATEWIDE,N/A,2024-05-02,138
WA,Washington,COURT,Washington Administrative Office Of The Courts,Spokane,COUNTY,2024-12-27,639354
WA,Washington,COURT,Washington Administrative Office Of The Courts,Asotin,COUNTY,2024-05-02,16549
WA,Washington,ARREST,Kitsap County,Kitsap,N/A,2025-07-16,122044
WA,Washington,COURT,Washington Administrative Office Of The Courts,Clark,COUNTY,2024-12-27,402752
WA,Washington,ARREST,Washington Arrest,Thurston County,N/A,2025-07-26,570
WA,Washington,ARREST,Lewis County,STATEWIDE,N/A,2024-05-02,2679
WA,Washington,COURT,Kitsap County Clerk Of Courts,Kitsap,COUNTY,2024-05-02,1259
WA,Washington,ARREST,Washington Arrest,Benton County,N/A,2025-07-26,1526
WA,Washington,ARREST,Chelan County,Chelan,N/A,2024-05-02,16577
WA,Washington,WARRANT,Wa Vancouver County Most Wanted,STATEWIDE,N/A,2024-05-02,25
WA,Washington,ARREST,Whatcom County,Whatcom,N/A,2025-07-07,64654
WA,Washington,COURT,Washington Administrative Office Of The Courts,Benton,COUNTY,2024-12-27,251873
WA,Washington,COURT,Washington Administrative Office Of The Courts,Jefferson,COUNTY,2024-12-27,35599
WA,Washington,ARREST,Skamania County,Skamania,N/A,2024-05-02,3376
WA,Washington,ARREST,King County,King,N/A,2025-07-16,62454
WA,Washington,ARREST,Jefferson County,Jefferson,N/A,2025-07-07,14047
WA,Washington,COURT,Washington Administrative Office Of The Courts,Okanogan,COUNTY,2024-12-27,59386
WA,Washington,ARREST,Thurston County,STATEWIDE,N/A,2024-05-02,4584
WA,Washington,SOR,Washington Sex Offender Registry,STATEWIDE,N/A,2024-05-02,7577
WA,Washington,SOR,Washington Sex Offender Registry,STATEWIDE,N/A,2024-05-02,48
WA,Washington,COURT,Washington Administrative Office Of The Courts,Mason,COUNTY,2024-12-27,76330
WA,Washington,ARREST,Washington Arrest,Walla Walla County,N/A,2025-07-26,682
WA,Washington,ARREST,Columbia County,STATEWIDE,N/A,2025-07-07,672
WA,Washington,SOR,Washington Sex Offender Registry,STATEWIDE,N/A,2025-03-02,6308
WA,Washington,ARREST,Thurston County,Thurston,N/A,2025-07-16,86188
WA,Washington,WARRANT,Wa Clark County Most Wanted,STATEWIDE,N/A,2024-05-02,4
WA,Washington,ARREST,Clallam County,STATEWIDE,N/A,2024-05-02,553
WA,Washington,COURT,Washington Administrative Office Of The Courts,Columbia,COUNTY,2024-11-12,6556
WA,Washington,ARREST,Lewis County,Lewis,N/A,2025-07-16,41716
WA,Washington,COURT,Washington Administrative Office Of The Courts,Walla Walla,COUNTY,2024-12-27,67215
WA,Washington,COURT,Washington Administrative Office Of The Courts,Douglas,COUNTY,2024-12-27,39375
WA,Washington,COURT,Washington Administrative Office Of The Courts,Snohomish,COUNTY,2024-12-27,760716
WA,Washington,DOC,Wa Dept Of Corrections,STATEWIDE,N/A,2024-05-02,1327637
WA,Washington,COURT,Washington Administrative Office Of The Courts,Island,COUNTY,2024-12-27,53059
WA,Washington,ARREST,Washington Arrest,Whatcom County,N/A,2025-07-26,1416
WA,Washington,ARREST,Mason County,STATEWIDE,N/A,2024-05-02,2334
WA,Washington,SOR,Washington Sex Offender Registry,STATEWIDE,N/A,2025-07-28,7404
WA,Washington,ARREST,Nisqually County,Thurston,N/A,2025-07-16,55780
WA,Washington,ARREST,Whatcom County,STATEWIDE,N/A,2024-05-02,1294
WA,Washington,ARREST,Washington Arrest,Pierce County,N/A,2025-07-26,3701
WA,Washington,ARREST,Pierce County,STATEWIDE,N/A,2024-05-02,7000
WA,Washington,DOC,Washington Department Of Corrections,STATEWIDE,N/A,2024-05-02,13325
WA,Washington,ARREST,Score Jail (South Correctional Entity),STATEWIDE,N/A,2025-07-16,36048
WA,Washington,COURT,Washington Administrative Office Of The Courts,Lewis,COUNTY,2024-12-27,115414
WA,Washington,ARREST,Skagit County,Skagit,N/A,2024-05-02,59102
WA,Washington,ARREST,Lincoln County,STATEWIDE,N/A,2024-05-02,92
WA,Washington,ARREST,Adams County,STATEWIDE,N/A,2024-05-02,70
WA,Washington,ARREST,Washington Arrest,Clallam County,N/A,2025-07-26,440
WA,Washington,ARREST,Ferry County,Ferry,N/A,2024-05-02,1482
WA,Washington,COURT,Washington Administrative Office Of The Courts,Grays Harbor,COUNTY,2024-12-27,166071
WA,Washington,ARREST,Clark County,Clark,N/A,2025-07-07,116375
WA,Washington,COURT,Washington Administrative Office Of The Courts,Kitsap,COUNTY,2024-12-27,276227
WA,Washington,ARREST,Cowlitz County,STATEWIDE,N/A,2024-05-02,8664
WA,Washington,ARREST,Arrest Log,STATEWIDE,N/A,2024-05-02,2
WA,Washington,ARREST,Walla Walla County,STATEWIDE,N/A,2025-07-07,9579
WA,Washington,ARREST,Washington Arrest,Jefferson County,N/A,2025-07-26,150
WA,Washington,COURT,Washington Administrative Office Of The Courts,Skamania,COUNTY,2024-12-27,16893
WA,Washington,ARREST,Spokane County,STATEWIDE,N/A,2024-05-02,1205
WA,Washington,COURT,Washington Administrative Office Of The Courts,Skagit,COUNTY,2024-12-27,197658
WA,Washington,ARREST,Franklin County,STATEWIDE,N/A,2025-07-07,7437
WA,Washington,COURT,Washington Administrative Office Of The Courts,King,COUNTY,2024-12-27,1634204
WA,Washington,COURT,Washington Administrative Office Of The Courts,Clark / Cowlits,COUNTY,2024-05-02,1350
WA,Washington,COURT,Washington Administrative Office Of The Courts,Ferry,COUNTY,2024-11-12,5556
WA,Washington,COURT,Washington Administrative Office Of The Courts,San Juan,COUNTY,2024-12-27,8594
WA,Washington,COURT,Washington Administrative Office Of The Courts,Adams,COUNTY,2024-12-27,39025
WA,Washington,ARREST,Pierce County,Pierce,N/A,2025-07-07,222979
WA,Washington,ARREST,Marysville Police Municipal Jail,Snohomish,N/A,2025-01-15,47776
WA,Washington,COURT,Seattle Municipal Court,STATEWIDE,STATEWIDE,2025-01-14,4041
WA,Washington,ARREST,Wahkiakum County,STATEWIDE,N/A,2025-07-07,426
WA,Washington,COURT,Washington Administrative Office Of The Courts,Klickitat,COUNTY,2024-12-27,28992
WA,Washington,COURT,Washington Administrative Office Of The Courts,Pacific,COUNTY,2024-12-27,56416
WA,Washington,COURT,Washington Administrative Office Of The Courts,Pend Oreille,COUNTY,2024-12-27,18052
WA,Washington,ARREST,Jefferson County,STATEWIDE,N/A,2024-05-02,936
WA,Washington,COURT,Washington Administrative Office Of The Courts,STATEWIDE,STATEWIDE,2025-07-16,123667
WA,Washington,DOC,Washington Department Of Corrections,STATEWIDE,N/A,2025-07-26,14818
WA,Washington,ARREST,Clark County,STATEWIDE,N/A,2024-05-02,2429
WA,Washington,ARREST,Washington Arrest,Adams County,N/A,2025-07-26,54
WA,Washington,COURT,Washington Administrative Office Of The Courts,Clallam,COUNTY,2024-12-27,77856
WA,Washington,ARREST,Washington Arrest,STATEWIDE,N/A,2025-05-15,11380
WA,Washington,COURT,Washington Administrative Office Of The Courts,Wahkiakum,COUNTY,2024-12-27,4460
WA,Washington,ARREST,Washington Arrest,Franklin County,N/A,2025-07-26,1045
WA,Washington,ARREST,Lincoln County,Lincoln,N/A,2025-07-07,7225
WA,Washington,COURT,Washington Administrative Office Of The Courts,Whitman,COUNTY,2024-12-27,48210
WA,Washington,COURT,Washington Administrative Office Of The Courts,Garfield,COUNTY,2024-11-12,4658
WA,Washington,ARREST,King County,STATEWIDE,N/A,2025-07-16,40157
WA,Washington,ARREST,Yakima County,Yakima,N/A,2024-05-02,4324
WA,Washington,COURT,Washington Administrative Office Of The Courts,Lincoln,COUNTY,2024-12-27,16866
WA,Washington,ARREST,Washington Arrest,Spokane County,N/A,2025-07-26,3687
WA,Washington,ARREST,Washington Police Departments,STATEWIDE,N/A,2024-05-02,2715
WA,Washington,ARREST,Thurston County Sheriffs Office,STATEWIDE,N/A,2024-05-02,140
WA,Washington,COURT,Pierce County Superior Court,Pierce,COUNTY,2025-01-15,18792
WI,Wisconsin,ARREST,Arrest/Us/National/Arrests,Barron County,N/A,2025-08-04,21
WI,Wisconsin,ARREST,Wisconsin Arrest,Dodge County,N/A,2025-07-26,565
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Pierce,N/A,2024-05-02,1176
WI,Wisconsin,ARREST,Wisconsin Arrest,St. Croix County,N/A,2025-07-26,377
WI,Wisconsin,COURT,Wisconsin Administrative Office Of The Courts,Columbia,COUNTY,2024-11-14,44515
WI,Wisconsin,COURT,Wisconsin Administrative Office Of The Courts,Kenosha,COUNTY,2024-11-14,114883
WI,Wisconsin,ARREST,Adams County,STATEWIDE,N/A,2025-07-07,1471
WI,Wisconsin,ARREST,Racine County,Racine,N/A,2025-07-16,240198
WI,Wisconsin,ARREST,Door County,STATEWIDE,N/A,2024-05-02,44
WI,Wisconsin,ARREST,Milwaukee County,Milwaukee,N/A,2025-07-16,475217
WI,Wisconsin,ARREST,Langlade County,STATEWIDE,N/A,2024-05-02,94
WI,Wisconsin,ARREST,Jackson County,STATEWIDE,N/A,2024-05-02,58
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Kewaunee,N/A,2024-05-02,734
WI,Wisconsin,COURT,Wisconsin Administrative Office Of The Courts,Sawyer,COUNTY,2024-11-14,26126
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Sawyer,N/A,2024-05-02,1514
WI,Wisconsin,ARREST,Outagamie County,STATEWIDE,N/A,2024-05-02,785
WI,Wisconsin,ARREST,Wisconsin Arrest,Brown County,N/A,2025-07-26,1356
WI,Wisconsin,SOR,Wisconsin Sex Offender Registry,STATEWIDE,N/A,2025-08-04,27697
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Manitowoc,N/A,2024-05-02,2744
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Monroe,N/A,2024-05-02,2391
WI,Wisconsin,COURT,Wisconsin Administrative Office Of The Courts,Pierce,COUNTY,2024-11-14,15593
WI,Wisconsin,ARREST,Wisconsin Arrest,STATEWIDE,N/A,2025-05-15,9142
WI,Wisconsin,COURT,Wisconsin Administrative Office Of The Courts,Racine,COUNTY,2024-11-14,171203
WI,Wisconsin,ARREST,Wisconsin Arrest,Kenosha County,N/A,2025-07-26,1758
WI,Wisconsin,ARREST,Wisconsin Arrest,Chippewa County,N/A,2025-07-26,290
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Columbia,N/A,2024-05-02,3432
WI,Wisconsin,DOC,Wisconsin Department Of Corrections,Dane,N/A,2024-05-02,16856
